fromnode,tonode,c
29,12,1.091
29,13,1.766
29,15,1.371
29,17,1.252
29,26,0.928
29,29,0.0
29,32,0.803
29,34,1.298
29,40,1.381
29,48,0.552
29,49,1.172
29,55,0.838
29,57,1.716
29,60,1.127
29,62,1.023
29,63,1.067
29,72,1.302
29,75,1.447
29,77,1.425
29,83,0.794
29,92,1.112
29,97,1.686
32,0,0.674
32,3,0.938
32,8,0.945
32,12,0.96
32,13,1.086
32,15,0.712
32,17,0.795
32,26,1.346
32,29,0.803
32,32,0.0
32,34,0.678
32,40,0.975
32,48,0.546
32,49,0.871
32,55,0.291
32,57,1.592
32,60,1.134
32,62,0.792
32,63,1.167
32,72,0.741
32,75,1.026
32,77,0.755
32,83,1.241
32,92,0.552
32,97,1.539
34,0,0.104
34,3,0.265
34,8,0.272
34,12,0.688
34,13,0.471
34,15,0.095
34,17,0.266
34,26,1.388
34,29,1.298
34,32,0.678
34,34,0.0
34,40,0.416
34,48,0.784
34,49,0.479
34,55,0.472
34,57,1.123
34,60,0.904
34,62,0.539
34,63,1.005
34,72,0.109
34,75,0.434
34,77,0.147
34,83,1.338
34,92,0.19
34,97,1.061
40,0,0.343
40,3,0.398
40,8,0.278
40,12,0.424
40,13,0.645
40,15,0.477
40,17,0.182
40,26,1.178
40,29,1.381
40,32,0.975
40,34,0.416
40,40,0.0
40,48,0.829
40,49,0.228
40,55,0.697
40,57,0.71
40,60,0.607
40,62,0.377
40,63,0.731
40,72,0.304
40,75,0.067
40,77,0.5
40,83,1.167
40,92,0.433
40,97,0.648
48,0,0.708
48,3,1.021
48,8,0.961
48,12,0.581
48,13,1.254
48,15,0.868
48,17,0.703
48,26,0.8
48,29,0.552
48,32,0.546
48,34,0.784
48,40,0.829
48,48,0.0
48,49,0.625
48,55,0.39
48,57,1.239
48,60,0.684
48,62,0.48
48,63,0.676
48,72,0.769
48,75,0.896
48,77,0.923
48,83,0.697
48,92,0.594
48,97,1.199
49,0,0.378
49,3,0.572
49,8,0.464
49,12,0.221
49,13,0.83
49,15,0.566
49,17,0.221
49,26,0.967
49,29,1.172
49,32,0.871
49,34,0.479
49,40,0.228
49,48,0.625
49,49,0.0
49,55,0.58
49,57,0.724
49,60,0.43
49,62,0.152
49,63,0.541
49,72,0.382
49,75,0.292
49,77,0.607
49,83,0.947
49,92,0.399
49,97,0.67
55,0,0.434
55,3,0.736
55,8,0.714
55,12,0.675
55,13,0.932
55,15,0.537
55,17,0.522
55,26,1.154
55,29,0.838
55,32,0.291
55,34,0.472
55,40,0.697
55,48,0.39
55,49,0.58
55,55,0.0
55,57,1.301
55,60,0.861
55,62,0.504
55,63,0.908
55,72,0.504
55,75,0.753
55,77,0.589
55,83,1.066
55,92,0.303
55,97,1.248
57,0,1.044
57,3,1.061
57,8,0.946
57,12,0.661
57,13,1.258
57,15,1.185
57,17,0.87
57,26,1.072
57,29,1.716
57,32,1.592
57,34,1.123
57,40,0.71
57,48,1.239
57,49,0.724
57,55,1.301
57,57,0.0
57,60,0.59
57,62,0.807
57,63,0.675
57,72,1.013
57,75,0.7
57,77,1.204
57,83,1.143
57,92,1.107
57,97,0.062
60,0,0.801
60,3,0.993
60,8,0.878
60,12,0.216
60,13,1.248
60,15,0.994
60,17,0.651
60,26,0.594
60,29,1.127
60,32,1.134
60,34,0.904
60,40,0.607
60,48,0.684
60,49,0.43
60,55,0.861
60,57,0.59
60,60,0.0
60,62,0.386
60,63,0.13
60,72,0.812
60,75,0.653
60,77,1.036
60,83,0.618
60,92,0.791
60,97,0.566
62,0,0.435
62,3,0.685
62,8,0.587
62,12,0.177
62,13,0.942
62,15,0.633
62,17,0.32
62,26,0.857
62,29,1.023
62,32,0.792
62,34,0.539
62,40,0.377
62,48,0.48
62,49,0.152
62,55,0.504
62,57,0.807
62,60,0.386
62,62,0.0
62,63,0.471
62,72,0.462
62,75,0.443
62,77,0.68
62,83,0.822
62,92,0.407
62,97,0.758
63,0,0.901
63,3,1.111
63,8,0.998
63,12,0.321
63,13,1.367
63,15,1.097
63,17,0.761
63,26,0.465
63,29,1.067
63,32,1.167
63,34,1.005
63,40,0.731
63,48,0.676
63,49,0.541
63,55,0.908
63,57,0.675
63,60,0.13
63,62,0.471
63,63,0.0
63,72,0.918
63,75,0.78
63,77,1.142
63,83,0.495
63,92,0.877
63,97,0.659
72,0,0.07
72,3,0.253
72,8,0.21
72,12,0.598
72,13,0.496
72,15,0.186
72,17,0.164
72,26,1.318
72,29,1.302
72,32,0.741
72,34,0.109
72,40,0.304
72,48,0.769
72,49,0.382
72,55,0.504
72,57,1.013
72,60,0.812
72,62,0.462
72,63,0.918
72,72,0.0
72,75,0.328
72,77,0.224
72,83,1.277
72,92,0.201
72,97,0.952
75,0,0.376
75,3,0.376
75,8,0.255
75,12,0.481
75,13,0.612
75,15,0.487
75,17,0.232
75,26,1.232
75,29,1.447
75,32,1.026
75,34,0.434
75,40,0.067
75,48,0.896
75,49,0.292
75,55,0.753
75,57,0.7
75,60,0.653
75,62,0.443
75,63,0.78
75,72,0.328
75,75,0.0
75,77,0.503
75,83,1.225
75,92,0.478
75,97,0.638
77,0,0.247
77,3,0.206
77,8,0.277
77,12,0.822
77,13,0.343
77,15,0.055
77,17,0.387
77,26,1.532
77,29,1.425
77,32,0.755
77,34,0.147
77,40,0.5
77,48,0.923
77,49,0.607
77,55,0.589
77,57,1.204
77,60,1.036
77,62,0.68
77,63,1.142
77,72,0.224
77,75,0.503
77,77,0.0
77,83,1.484
77,92,0.331
77,97,1.141
83,0,1.239
83,3,1.507
83,8,1.407
83,12,0.745
83,13,1.764
83,15,1.432
83,17,1.142
83,26,0.135
83,29,0.794
83,32,1.241
83,34,1.338
83,40,1.167
83,48,0.697
83,49,0.947
83,55,1.066
83,57,1.143
83,60,0.618
83,62,0.822
83,63,0.495
83,72,1.277
83,75,1.225
83,77,1.484
83,83,0.0
83,92,1.169
83,97,1.138
92,0,0.131
92,3,0.441
92,8,0.411
92,12,0.577
92,13,0.661
92,15,0.276
92,17,0.251
92,26,1.228
92,29,1.112
92,32,0.552
92,34,0.19
92,40,0.433
92,48,0.594
92,49,0.399
92,55,0.303
92,57,1.107
92,60,0.791
92,62,0.407
92,63,0.877
92,72,0.201
92,75,0.478
92,77,0.331
92,83,1.169
92,92,0.0
92,97,1.049
97,0,0.984
97,3,0.999
97,8,0.883
97,12,0.619
97,13,1.197
97,15,1.123
97,17,0.81
97,26,1.073
97,29,1.686
97,32,1.539
97,34,1.061
97,40,0.648
97,48,1.199
97,49,0.67
97,55,1.248
97,57,0.062
97,60,0.566
97,62,0.758
97,63,0.659
97,72,0.952
97,75,0.638
97,77,1.141
97,83,1.138
97,92,1.049
97,97,0.0
