fromnode,tonode,c
65,92,0.52
65,94,1.095
74,4,0.903
74,7,2.582
74,10,1.499
74,11,0.236
74,20,0.843
74,21,0.722
74,27,1.51
74,32,1.085
74,39,0.726
74,46,1.215
74,50,2.363
74,55,0.919
74,65,0.42
74,74,0.0
74,77,0.333
74,81,2.686
74,85,2.69
74,87,1.387
74,92,0.64
74,94,1.367
77,4,0.749
77,7,2.257
77,10,1.281
77,11,0.107
77,20,0.522
77,21,0.461
77,27,1.249
77,32,0.755
77,39,0.398
77,46,1.007
77,50,2.04
77,55,0.589
77,65,0.437
77,74,0.333
77,77,0.0
77,81,2.357
77,85,2.36
77,87,1.147
77,92,0.331
77,94,1.08
81,4,2.11
81,7,0.171
81,10,1.662
81,11,2.449
81,20,1.845
81,21,2.021
81,27,1.449
81,32,1.669
81,39,1.96
81,46,1.823
81,50,0.369
81,55,1.768
81,65,2.502
81,74,2.686
81,77,2.357
81,81,0.0
81,85,0.087
81,87,1.612
81,92,2.051
81,94,1.437
85,4,2.141
85,7,0.247
85,10,1.712
85,11,2.454
85,20,1.853
85,21,2.036
85,27,1.493
85,32,1.658
85,39,1.964
85,46,1.862
85,50,0.419
85,55,1.771
85,65,2.52
85,74,2.69
85,77,2.36
85,81,0.087
85,85,0.0
85,87,1.654
85,92,2.058
85,94,1.467
87,4,0.552
87,7,1.46
87,10,0.172
87,11,1.188
87,20,0.731
87,21,0.687
87,27,0.164
87,32,0.997
87,39,0.85
87,46,0.22
87,50,1.243
87,55,0.777
87,65,1.048
87,74,1.387
87,77,1.147
87,81,1.612
87,85,1.654
87,87,0.0
87,92,0.838
87,94,0.283
92,4,0.549
92,7,1.943
92,10,0.985
92,11,0.406
92,20,0.206
92,21,0.181
92,27,0.927
92,32,0.552
92,39,0.125
92,46,0.728
92,50,1.724
92,55,0.303
92,65,0.52
92,74,0.64
92,77,0.331
92,81,2.051
92,85,2.058
92,87,0.838
92,92,0.0
92,94,0.75
94,4,0.674
94,7,1.299
94,10,0.443
94,11,1.144
94,20,0.587
94,21,0.646
94,27,0.234
94,32,0.76
94,39,0.72
94,46,0.427
94,50,1.076
94,55,0.593
94,65,1.095
94,74,1.367
94,77,1.08
94,81,1.437
94,85,1.467
94,87,0.283
94,92,0.75
94,94,0.0
