fromnode,tonode,c
48,64,1.098
48,70,1.04
48,77,0.923
48,78,0.358
48,86,1.501
48,89,1.289
48,90,1.001
48,93,1.037
59,0,0.657
59,5,0.996
59,10,1.031
59,17,0.75
59,21,0.596
59,23,0.725
59,34,0.683
59,42,0.896
59,43,1.05
59,47,1.18
59,48,0.404
59,59,0.0
59,64,1.016
59,70,0.985
59,77,0.783
59,78,0.278
59,86,1.398
59,89,1.175
59,90,0.86
59,93,1.298
64,0,0.391
64,5,0.673
64,10,1.349
64,17,0.438
64,21,0.579
64,23,1.633
64,34,0.335
64,42,0.154
64,43,0.107
64,47,0.831
64,48,1.098
64,59,1.016
64,64,0.0
64,70,0.084
64,77,0.252
64,78,0.79
64,86,2.408
64,89,2.186
64,90,0.197
64,93,2.127
70,0,0.341
70,5,0.589
70,10,1.269
70,17,0.363
70,21,0.513
70,23,1.579
70,34,0.304
70,42,0.092
70,43,0.19
70,47,0.749
70,48,1.04
70,59,0.985
70,64,0.084
70,70,0.0
70,77,0.259
70,78,0.746
70,86,2.383
70,89,2.16
70,90,0.228
70,93,2.062
77,0,0.247
77,5,0.712
77,10,1.281
77,17,0.387
77,21,0.461
77,23,1.439
77,34,0.147
77,42,0.206
77,43,0.267
77,47,0.903
77,48,0.923
77,59,0.783
77,64,0.252
77,70,0.259
77,77,0.0
77,78,0.582
77,86,2.166
77,89,1.943
77,90,0.079
77,93,1.96
78,0,0.405
78,5,0.723
78,10,0.89
78,17,0.476
78,21,0.324
78,23,0.89
78,34,0.461
78,42,0.654
78,43,0.843
78,47,0.93
78,48,0.358
78,59,0.278
78,64,0.79
78,70,0.746
78,77,0.582
78,78,0.0
78,86,1.658
78,89,1.457
78,90,0.664
78,93,1.491
86,0,2.055
86,5,2.306
86,10,1.93
86,17,2.131
86,21,1.964
86,23,1.068
86,34,2.079
86,42,2.294
86,43,2.431
86,47,2.449
86,48,1.501
86,59,1.398
86,64,2.408
86,70,2.383
86,77,2.166
86,78,1.658
86,86,0.0
86,89,0.223
86,90,2.238
86,93,1.217
89,0,1.832
89,5,2.091
89,10,1.747
89,17,1.91
89,21,1.743
89,23,0.886
89,34,1.856
89,42,2.071
89,43,2.209
89,47,2.237
89,48,1.289
89,59,1.175
89,64,2.186
89,70,2.16
89,77,1.943
89,78,1.457
89,86,0.223
89,89,0.0
89,90,2.016
89,93,1.124
90,0,0.314
90,5,0.743
90,10,1.343
90,17,0.436
90,21,0.527
90,23,1.518
90,34,0.22
90,42,0.204
90,43,0.192
90,47,0.927
90,48,1.001
90,59,0.86
90,64,0.197
90,70,0.228
90,77,0.079
90,78,0.664
90,86,2.238
90,89,2.016
90,90,0.0
90,93,2.038
93,0,1.74
93,5,1.685
93,10,1.014
93,17,1.707
93,21,1.549
93,23,0.579
93,34,1.821
93,42,1.975
93,43,2.201
93,47,1.733
93,48,1.037
93,59,1.298
93,64,2.127
93,70,2.062
93,77,1.96
93,78,1.491
93,86,1.217
93,89,1.124
93,90,2.038
93,93,0.0
