fromnode,tonode,c
30,7,1.434
30,8,0.91
30,11,0.912
30,13,1.165
30,19,0.642
30,22,0.617
30,27,0.621
30,28,0.509
30,30,0.0
30,33,0.973
30,35,0.406
30,37,0.443
30,38,1.431
30,46,0.666
30,50,1.216
30,51,0.539
30,61,0.164
30,66,0.474
30,68,1.137
30,70,0.978
30,78,0.24
30,92,0.511
30,97,1.282
33,2,0.223
33,3,1.822
33,7,0.771
33,8,1.742
33,11,1.816
33,13,2.068
33,19,1.242
33,22,1.514
33,27,0.576
33,28,1.359
33,30,0.973
33,33,0.0
33,35,1.151
33,37,1.335
33,38,0.835
33,46,0.957
33,50,0.583
33,51,1.306
33,61,1.102
33,66,0.563
33,68,1.514
33,70,1.83
33,78,1.24
33,92,1.418
33,97,1.623
35,2,1.079
35,3,0.672
35,7,1.75
35,8,0.593
35,11,0.676
35,13,0.922
35,19,0.244
35,22,0.387
35,27,0.624
35,28,0.22
35,30,0.406
35,33,1.151
35,35,0.0
35,37,0.238
35,38,1.764
35,46,0.42
35,50,1.527
35,51,0.16
35,61,0.284
35,66,0.588
35,68,0.749
35,70,0.68
35,78,0.335
35,92,0.315
35,97,0.894
37,2,1.234
37,3,0.511
37,7,1.87
37,8,0.468
37,11,0.485
37,13,0.739
37,19,0.41
37,22,0.181
37,27,0.844
37,28,0.095
37,30,0.443
37,33,1.335
37,35,0.238
37,37,0.0
37,38,1.872
37,46,0.656
37,50,1.65
37,51,0.205
37,61,0.279
37,66,0.777
37,68,0.888
37,70,0.536
37,78,0.218
37,92,0.084
37,97,1.027
38,2,0.745
38,3,2.383
38,7,0.1
38,8,2.334
38,11,2.342
38,13,2.593
38,19,1.929
38,22,2.048
38,27,1.338
38,28,1.928
38,30,1.431
38,33,0.835
38,35,1.764
38,37,1.872
38,38,0.0
38,46,1.711
38,50,0.259
38,51,1.922
38,61,1.594
38,66,1.238
38,68,2.294
38,70,2.407
38,78,1.685
38,92,1.942
38,97,2.416
46,2,0.969
46,3,0.995
46,7,1.674
46,8,0.888
46,11,1.032
46,13,1.254
46,19,0.338
46,22,0.78
46,27,0.383
46,28,0.617
46,30,0.666
46,33,0.957
46,35,0.42
46,37,0.656
46,38,1.711
46,46,0.0
46,50,1.455
46,51,0.502
46,61,0.631
46,66,0.482
46,68,0.585
46,70,0.985
46,78,0.735
46,92,0.728
46,97,0.715
50,2,0.487
50,3,2.161
50,7,0.223
50,8,2.106
50,11,2.128
50,13,2.381
50,19,1.682
50,22,1.829
50,27,1.081
50,28,1.701
50,30,1.216
50,33,0.583
50,35,1.527
50,37,1.65
50,38,0.259
50,46,1.455
50,50,0.0
50,51,1.686
50,61,1.376
50,66,0.986
50,68,2.037
50,70,2.183
50,78,1.481
50,92,1.724
50,97,2.158
51,2,1.238
51,3,0.523
51,7,1.897
51,8,0.436
51,11,0.54
51,13,0.778
51,19,0.21
51,22,0.28
51,27,0.765
51,28,0.13
51,30,0.539
51,33,1.306
51,35,0.16
51,37,0.205
51,38,1.922
51,46,0.502
51,50,1.686
51,51,0.0
51,61,0.393
51,66,0.744
51,68,0.685
51,70,0.526
51,78,0.384
51,92,0.249
51,97,0.825
61,2,0.978
61,3,0.788
61,7,1.595
61,8,0.747
61,11,0.751
61,13,1.005
61,19,0.528
61,22,0.454
61,27,0.682
61,28,0.348
61,30,0.164
61,33,1.102
61,35,0.284
61,37,0.279
61,38,1.594
61,46,0.631
61,50,1.376
61,51,0.393
61,61,0.0
61,66,0.567
61,68,1.033
61,70,0.814
61,78,0.09
61,92,0.348
61,97,1.178
66,2,0.509
66,3,1.259
66,7,1.208
66,8,1.18
66,11,1.254
66,13,1.505
66,19,0.702
66,22,0.954
66,27,0.185
66,28,0.796
66,30,0.474
66,33,0.563
66,35,0.588
66,37,0.777
66,38,1.238
66,46,0.482
66,50,0.986
66,51,0.744
66,61,0.567
66,66,0.0
66,68,1.066
66,70,1.268
66,78,0.656
66,92,0.86
66,97,1.197
68,2,1.55
68,3,0.903
68,7,2.253
68,8,0.783
68,11,0.992
68,13,1.118
68,19,0.505
68,22,0.895
68,27,0.957
68,28,0.803
68,30,1.137
68,33,1.514
68,35,0.749
68,37,0.888
68,38,2.294
68,46,0.585
68,50,2.037
68,51,0.685
68,61,1.033
68,66,1.066
68,68,0.0
68,70,0.862
68,78,1.041
68,92,0.914
68,97,0.146
70,2,1.753
70,3,0.055
70,7,2.404
70,8,0.096
70,11,0.165
70,13,0.274
70,19,0.647
70,22,0.365
70,27,1.289
70,28,0.483
70,30,0.978
70,33,1.83
70,35,0.68
70,37,0.536
70,38,2.407
70,46,0.985
70,50,2.183
70,51,0.526
70,61,0.814
70,66,1.268
70,68,0.862
70,70,0.0
70,78,0.746
70,92,0.47
70,97,0.954
78,2,1.13
78,3,0.717
78,7,1.7
78,8,0.683
78,11,0.677
78,13,0.925
78,19,0.562
78,22,0.381
78,27,0.765
78,28,0.3
78,30,0.24
78,33,1.24
78,35,0.335
78,37,0.218
78,38,1.685
78,46,0.735
78,50,1.481
78,51,0.384
78,61,0.09
78,66,0.656
78,68,1.041
78,70,0.746
78,78,0.0
78,92,0.276
78,97,1.204
92,2,1.314
92,3,0.441
92,7,1.943
92,8,0.411
92,11,0.406
92,13,0.661
92,19,0.458
92,22,0.106
92,27,0.927
92,28,0.119
92,30,0.511
92,33,1.418
92,35,0.315
92,37,0.084
92,38,1.942
92,46,0.728
92,50,1.724
92,51,0.249
92,61,0.348
92,66,0.86
92,68,0.914
92,70,0.47
92,78,0.276
92,92,0.0
92,97,1.049
97,2,1.671
97,3,0.999
97,7,2.38
97,8,0.883
97,11,1.095
97,13,1.197
97,19,0.65
97,22,1.023
97,27,1.077
97,28,0.941
97,30,1.282
97,33,1.623
97,35,0.894
97,37,1.027
97,38,2.416
97,46,0.715
97,50,2.158
97,51,0.825
97,61,1.178
97,66,1.197
97,68,0.146
97,70,0.954
97,78,1.204
97,92,1.049
97,97,0.0
