fromnode,tonode,clientID,a,budget,clientRatio
6,12,37,5,4.47,0.8939999999999999
6,12,38,2,1.52,0.76
6,12,39,19,13.91,0.7321052631578947
6,12,40,19,11.98,0.6305263157894737
6,12,41,10,5.59,0.5589999999999999
6,12,42,16,8.6,0.5375
6,12,43,2,0.94,0.47
6,12,44,10,4.17,0.417
6,12,45,5,2.04,0.40800000000000003
6,12,46,16,6.39,0.399375
6,12,47,20,4.39,0.21949999999999997
6,12,48,8,1.41,0.17625
6,12,49,10,1.5,0.15
6,19,0,6,23.78,3.9633333333333334
6,19,1,1,3.95,3.95
6,19,2,20,78.29,3.9145000000000003
6,19,3,12,45.81,3.8175000000000003
6,19,4,4,14.58,3.645
6,19,5,2,7.29,3.645
6,19,6,16,58.28,3.6425
6,19,7,12,43.18,3.598333333333333
6,19,8,1,3.5,3.5
6,19,9,20,67.58,3.379
6,19,10,3,10.07,3.356666666666667
6,19,11,14,46.97,3.355
6,19,12,7,23.27,3.3242857142857143
6,19,13,19,62.35,3.281578947368421
6,19,14,15,48.73,3.2486666666666664
6,19,15,12,38.67,3.2225
6,19,16,1,3.22,3.22
6,19,17,8,24.68,3.085
6,19,18,13,38.92,2.993846153846154
6,19,19,3,8.81,2.936666666666667
6,19,20,7,19.69,2.812857142857143
6,19,21,11,30.51,2.773636363636364
6,19,22,16,40.8,2.55
6,19,23,16,40.5,2.53125
6,19,24,5,12.51,2.502
6,19,25,6,14.94,2.4899999999999998
6,19,26,4,9.16,2.29
6,19,27,4,8.71,2.1775
6,19,28,5,10.82,2.164
6,19,29,7,13.93,1.99
6,19,30,9,17.72,1.9688888888888887
6,19,31,13,25.14,1.933846153846154
6,19,32,12,22.47,1.8724999999999998
6,19,33,5,9.11,1.8219999999999998
6,19,34,6,10.93,1.8216666666666665
6,19,35,17,30.1,1.7705882352941178
6,19,36,16,24.34,1.52125
6,19,37,7,10.17,1.4528571428571428
6,19,38,7,8.97,1.2814285714285716
6,19,39,11,12.68,1.1527272727272726
6,19,40,4,4.11,1.0275
6,19,41,8,7.4,0.925
6,19,42,5,4.1,0.82
6,19,43,12,9.08,0.7566666666666667
6,19,44,1,0.74,0.74
6,19,45,18,11.9,0.6611111111111111
6,19,46,17,11.23,0.6605882352941177
6,19,47,11,5.41,0.4918181818181818
6,19,48,12,5.62,0.4683333333333333
6,19,49,7,1.87,0.2671428571428572
6,41,0,14,66.54,4.752857142857144
6,41,1,4,18.85,4.7125
6,41,2,20,93.16,4.6579999999999995
6,41,3,8,37.2,4.65
6,41,4,5,23.16,4.632
6,41,5,17,78.2,4.6000000000000005
6,41,6,17,76.7,4.511764705882353
6,41,7,5,22.51,4.502000000000001
6,41,8,9,39.83,4.4255555555555555
6,41,9,18,79.36,4.408888888888889
6,41,10,4,16.98,4.245
6,41,11,17,71.63,4.213529411764705
6,41,12,7,28.32,4.045714285714285
6,41,13,5,19.76,3.9520000000000004
6,41,14,18,70.13,3.896111111111111
6,41,15,2,7.72,3.86
6,41,16,10,37.89,3.789
6,41,17,8,28.94,3.6175
6,41,18,3,10.52,3.5066666666666664
6,41,19,3,9.81,3.27
6,41,20,1,3.1,3.1
6,41,21,17,51.92,3.0541176470588236
6,41,22,17,46.58,2.7399999999999998
6,41,23,20,50.83,2.5415
6,41,24,4,10.08,2.52
6,41,25,19,46.76,2.4610526315789474
6,41,26,9,20.4,2.2666666666666666
6,41,27,3,6.68,2.2266666666666666
6,41,28,13,28.86,2.2199999999999998
6,41,29,15,33.19,2.2126666666666663
6,41,30,6,12.86,2.143333333333333
6,41,31,5,10.52,2.104
6,41,32,9,18.49,2.054444444444444
6,41,33,4,8.07,2.0175
6,41,34,1,1.95,1.95
6,41,35,7,12.79,1.827142857142857
6,41,36,13,22.72,1.7476923076923077
6,41,37,1,1.74,1.74
6,41,38,6,8.59,1.4316666666666666
6,41,39,3,4.28,1.4266666666666667
6,41,40,2,2.66,1.33
6,41,41,16,15.01,0.938125
6,41,42,8,7.46,0.9325
6,41,43,12,10.17,0.8475
6,41,44,11,6.62,0.6018181818181818
6,41,45,4,2.31,0.5775
6,41,46,14,7.37,0.5264285714285715
6,41,47,9,3.46,0.3844444444444444
6,41,48,9,3.36,0.3733333333333333
6,41,49,18,5.74,0.3188888888888889
6,46,0,1,2.35,2.35
6,46,1,11,25.82,2.347272727272727
6,46,2,12,27.83,2.3191666666666664
6,46,3,13,29.81,2.293076923076923
6,46,4,2,4.56,2.28
6,46,5,12,27.28,2.2733333333333334
6,46,6,8,17.76,2.22
6,46,7,8,17.7,2.2125
6,46,8,14,30.71,2.1935714285714285
6,46,9,13,26.87,2.066923076923077
6,46,10,17,34.47,2.027647058823529
6,46,11,18,35.74,1.9855555555555557
6,46,12,17,30.86,1.8152941176470587
6,46,13,10,16.53,1.653
6,46,14,4,6.34,1.585
6,46,15,5,7.92,1.584
6,46,16,14,22.15,1.582142857142857
6,46,17,10,15.19,1.519
6,46,18,9,13.53,1.5033333333333332
6,46,19,10,14.51,1.451
6,46,20,17,22.83,1.342941176470588
6,46,21,2,2.58,1.29
6,46,22,7,8.82,1.26
6,46,23,9,11.1,1.2333333333333334
6,46,24,4,4.49,1.1225
6,46,25,10,11.04,1.1039999999999999
6,46,26,9,9.63,1.07
6,46,27,5,5.06,1.012
6,46,28,8,6.97,0.87125
6,46,29,18,14.89,0.8272222222222223
6,46,30,1,0.77,0.77
6,46,31,6,4.24,0.7066666666666667
6,46,32,6,4.13,0.6883333333333334
6,46,33,7,4.6,0.6571428571428571
6,46,34,10,5.88,0.588
6,46,35,6,3.31,0.5516666666666666
6,46,36,6,2.71,0.45166666666666666
6,46,37,3,1.26,0.42
6,46,38,1,0.3,0.3
6,46,39,8,2.29,0.28625
6,46,40,2,0.57,0.285
6,46,41,13,3.7,0.2846153846153846
6,46,42,9,2.56,0.28444444444444444
6,46,43,8,1.96,0.245
6,46,44,10,1.97,0.197
6,46,45,19,3.59,0.1889473684210526
6,46,46,2,0.26,0.13
6,46,47,5,0.63,0.126
6,46,48,15,1.54,0.10266666666666667
6,46,49,6,0.58,0.09666666666666666
6,50,0,15,80.9,5.3933333333333335
6,50,1,4,21.56,5.39
6,50,2,12,62.57,5.214166666666666
6,50,3,3,15.28,5.093333333333333
6,50,4,17,83.18,4.892941176470589
6,50,5,3,13.87,4.623333333333333
6,50,6,13,59.41,4.569999999999999
6,50,7,19,86.74,4.565263157894736
6,50,8,1,4.52,4.52
6,50,9,2,9.03,4.515
6,50,10,3,13.46,4.486666666666667
6,50,11,19,83.08,4.372631578947368
6,50,12,10,42.11,4.211
6,50,13,17,70.34,4.1376470588235295
6,50,14,3,12.34,4.113333333333333
6,50,15,3,12.3,4.1000000000000005
6,50,16,8,32.12,4.015
6,50,17,11,43.67,3.97
6,50,18,4,15.29,3.8225
6,50,19,3,10.95,3.65
6,50,20,20,71.34,3.567
6,50,21,20,70.25,3.5125
6,50,22,17,59.23,3.4841176470588233
6,50,23,1,3.48,3.48
6,50,24,10,34.52,3.4520000000000004
6,50,25,15,41.84,2.7893333333333334
6,50,26,8,22.12,2.765
6,50,27,2,5.49,2.745
6,50,28,15,39.69,2.646
6,50,29,1,2.6,2.6
6,50,30,20,44.91,2.2455
6,50,31,5,9.72,1.9440000000000002
6,50,32,16,27.71,1.731875
6,50,33,1,1.73,1.73
6,50,34,17,28.97,1.7041176470588235
6,50,35,17,26.87,1.5805882352941176
6,50,36,16,24.49,1.530625
6,50,37,7,9.93,1.4185714285714286
6,50,38,13,17.03,1.31
6,50,39,18,22.58,1.2544444444444443
6,50,40,16,15.93,0.995625
6,50,41,3,2.87,0.9566666666666667
6,50,42,17,16.02,0.9423529411764706
6,50,43,2,1.82,0.91
6,50,44,8,5.28,0.66
6,50,45,7,4.34,0.62
6,50,46,13,8.02,0.6169230769230769
6,50,47,7,4.24,0.6057142857142858
6,50,48,18,8.67,0.4816666666666667
6,50,49,5,1.41,0.282
6,68,0,4,18.73,4.6825
6,68,1,13,59.24,4.556923076923077
6,68,2,15,67.84,4.522666666666667
6,68,3,17,76.86,4.521176470588236
6,68,4,14,61.85,4.417857142857143
6,68,5,11,46.23,4.202727272727272
6,68,6,2,8.36,4.18
6,68,7,12,47.34,3.9450000000000003
6,68,8,14,53.26,3.8042857142857143
6,68,9,1,3.78,3.78
6,68,10,7,25.21,3.6014285714285714
6,68,11,4,14.22,3.555
6,68,12,16,55.21,3.450625
6,68,13,18,61.02,3.39
6,68,14,5,16.37,3.274
6,68,15,10,32.28,3.228
6,68,16,16,45.2,2.825
6,68,17,18,50.75,2.8194444444444446
6,68,18,8,20.59,2.57375
6,68,19,10,25.16,2.516
6,68,20,14,32.9,2.35
6,68,21,9,20.52,2.28
6,68,22,15,33.57,2.238
6,68,23,5,10.92,2.184
6,68,24,16,34.85,2.178125
6,68,25,9,19.23,2.1366666666666667
6,68,26,16,33.26,2.07875
6,68,27,3,6.22,2.0733333333333333
6,68,28,8,15.65,1.95625
6,68,29,13,22.19,1.706923076923077
6,68,30,13,21.31,1.639230769230769
6,68,31,8,13.07,1.63375
6,68,32,10,16.2,1.6199999999999999
6,68,33,2,3.08,1.54
6,68,34,17,26.06,1.5329411764705883
6,68,35,10,14.07,1.407
6,68,36,5,6.94,1.3880000000000001
6,68,37,19,22.1,1.1631578947368422
6,68,38,18,20.1,1.1166666666666667
6,68,39,11,12.15,1.1045454545454545
6,68,40,3,3.1,1.0333333333333334
6,68,41,4,3.99,0.9975
6,68,42,12,9.98,0.8316666666666667
6,68,43,18,14.51,0.8061111111111111
6,68,44,18,11.4,0.6333333333333333
6,68,45,19,10.7,0.5631578947368421
6,68,46,6,3.34,0.5566666666666666
6,68,47,3,1.3,0.43333333333333335
6,68,48,6,1.3,0.21666666666666667
6,68,49,11,2.28,0.20727272727272725
6,74,0,16,128.96,8.06
6,74,1,16,128.76,8.0475
6,74,2,19,152.81,8.042631578947368
6,74,3,10,80.01,8.001000000000001
6,74,4,1,7.99,7.99
6,74,5,4,31.34,7.835
6,74,6,13,100.67,7.743846153846154
6,74,7,17,121.52,7.148235294117647
6,74,8,10,70.94,7.093999999999999
6,74,9,10,62.21,6.221
6,74,10,14,83.8,5.985714285714286
6,74,11,14,82.58,5.898571428571429
6,74,12,2,11.75,5.875
6,74,13,5,29.02,5.804
6,74,14,8,45.2,5.65
6,74,15,2,10.95,5.475
6,74,16,11,60.15,5.468181818181818
6,74,17,17,90.93,5.348823529411765
6,74,18,8,37.52,4.69
6,74,19,9,40.87,4.54111111111111
6,74,20,10,45.11,4.511
6,74,21,5,22.47,4.494
6,74,22,7,30.12,4.302857142857143
6,74,23,2,8.6,4.3
6,74,24,8,32.95,4.11875
6,74,25,15,56.59,3.772666666666667
6,74,26,8,27.17,3.39625
6,74,27,14,47.35,3.382142857142857
6,74,28,14,45.07,3.2192857142857143
6,74,29,9,27.24,3.0266666666666664
6,74,30,18,49.22,2.7344444444444442
6,74,31,15,38.28,2.552
6,74,32,15,34.68,2.312
6,74,33,5,10.93,2.186
6,74,34,12,25.67,2.1391666666666667
6,74,35,4,8.46,2.115
6,74,36,9,19.02,2.1133333333333333
6,74,37,17,34.09,2.005294117647059
6,74,38,13,24.83,1.91
6,74,39,19,35.33,1.8594736842105262
6,74,40,1,1.35,1.35
6,74,41,4,4.5,1.125
6,74,42,7,7.49,1.07
6,74,43,15,15.14,1.0093333333333334
6,74,44,14,13.69,0.9778571428571429
6,74,45,17,14.78,0.8694117647058823
6,74,46,10,7.73,0.773
6,74,47,2,0.69,0.345
6,74,48,20,6.82,0.341
6,74,49,16,5.33,0.333125
6,83,0,11,3.69,0.33545454545454545
6,83,1,2,0.67,0.335
6,83,2,14,4.69,0.335
6,83,3,15,5.02,0.3346666666666666
6,83,4,3,0.98,0.32666666666666666
6,83,5,5,1.63,0.32599999999999996
6,83,6,11,3.57,0.3245454545454545
6,83,7,5,1.62,0.324
6,83,8,18,5.81,0.3227777777777778
6,83,9,20,6.44,0.322
6,83,10,3,0.95,0.31666666666666665
6,83,11,6,1.89,0.315
6,83,12,13,3.85,0.29615384615384616
6,83,13,10,2.9,0.29
6,83,14,10,2.9,0.29
6,83,15,14,4.03,0.28785714285714287
6,83,16,13,3.63,0.2792307692307692
6,83,17,10,2.71,0.271
6,83,18,17,4.5,0.2647058823529412
6,83,19,11,2.86,0.26
6,83,20,2,0.51,0.255
6,83,21,4,0.81,0.2025
6,83,22,20,3.61,0.1805
6,83,23,2,0.34,0.17
6,83,24,11,1.79,0.16272727272727272
6,83,25,16,2.47,0.154375
6,83,26,6,0.88,0.14666666666666667
6,83,27,7,0.99,0.14142857142857143
6,83,28,11,1.5,0.13636363636363635
6,83,29,7,0.86,0.12285714285714286
6,83,30,2,0.24,0.12
6,83,31,8,0.82,0.1025
6,83,32,2,0.2,0.1
6,83,33,14,1.36,0.09714285714285716
6,83,34,7,0.64,0.09142857142857143
6,83,35,2,0.17,0.085
6,83,36,16,1.28,0.08
6,83,37,11,0.86,0.07818181818181819
6,83,38,20,1.23,0.0615
6,83,39,10,0.51,0.051000000000000004
6,83,40,8,0.4,0.05
6,83,41,14,0.61,0.04357142857142857
6,83,42,9,0.37,0.04111111111111111
6,83,43,20,0.57,0.028499999999999998
6,83,44,13,0.36,0.02769230769230769
6,83,45,16,0.39,0.024375
6,83,46,3,0.07,0.023333333333333334
6,83,47,6,0.1,0.016666666666666666
6,83,48,4,0.06,0.015
6,83,49,10,0.15,0.015
9,6,0,20,35.02,1.7510000000000001
9,6,1,14,24.31,1.7364285714285714
9,6,2,16,27.76,1.735
9,6,3,11,18.64,1.6945454545454546
9,6,4,8,13.25,1.65625
9,6,5,7,11.25,1.6071428571428572
9,6,6,2,3.14,1.57
9,6,7,4,6.17,1.5425
9,6,8,9,13.79,1.5322222222222222
9,6,9,8,11.86,1.4825
9,6,10,9,13.17,1.4633333333333334
9,6,11,20,28.2,1.41
9,6,12,4,5.22,1.305
9,6,13,8,10.38,1.2975
9,6,14,3,3.89,1.2966666666666666
9,6,15,5,6.09,1.218
9,6,16,16,17.84,1.115
9,6,17,8,8.24,1.03
9,6,18,14,14.19,1.0135714285714286
9,6,19,6,5.53,0.9216666666666667
9,6,20,7,6.32,0.9028571428571429
9,6,21,5,4.3,0.86
9,6,22,11,9.3,0.8454545454545456
9,6,23,3,2.46,0.82
9,6,24,7,5.69,0.812857142857143
9,6,25,3,2.33,0.7766666666666667
9,6,26,15,11.36,0.7573333333333333
9,6,27,12,8.6,0.7166666666666667
9,6,28,10,6.3,0.63
9,6,29,5,3.03,0.606
9,6,30,19,11.03,0.5805263157894737
9,6,31,3,1.73,0.5766666666666667
9,6,32,6,3.25,0.5416666666666666
9,6,33,6,3.23,0.5383333333333333
9,6,34,10,5.15,0.515
9,6,35,12,5.84,0.48666666666666664
9,6,36,3,1.41,0.47
9,6,37,2,0.92,0.46
9,6,38,19,8.41,0.44263157894736843
9,6,39,2,0.87,0.435
9,6,40,19,8.2,0.431578947368421
9,6,41,12,5.11,0.42583333333333334
9,6,42,15,6.05,0.4033333333333333
9,6,43,11,4.18,0.37999999999999995
9,6,44,1,0.28,0.28
9,6,45,2,0.54,0.27
9,6,46,20,4.53,0.2265
9,6,47,10,2.24,0.22400000000000003
9,6,48,12,1.85,0.15416666666666667
9,6,49,9,1.35,0.15000000000000002
9,12,0,14,22.98,1.6414285714285715
9,12,1,2,3.24,1.62
9,12,2,8,12.91,1.61375
9,12,3,7,10.97,1.5671428571428572
9,12,4,20,30.88,1.544
9,12,5,20,30.85,1.5425
9,12,6,14,21.05,1.5035714285714286
9,12,7,19,28.02,1.4747368421052631
9,12,8,20,28.3,1.415
9,12,9,18,25.36,1.4088888888888889
9,12,10,16,20.28,1.2675
9,12,11,13,15.95,1.2269230769230768
9,12,12,13,15.27,1.1746153846153846
9,12,13,20,23.26,1.163
9,12,14,2,2.26,1.13
9,12,15,13,14.62,1.1246153846153846
9,12,16,3,3.32,1.1066666666666667
9,12,17,10,11.01,1.101
9,12,18,12,13.12,1.0933333333333333
9,12,19,6,6.52,1.0866666666666667
9,12,20,5,5.43,1.0859999999999999
9,12,21,8,8.45,1.05625
9,12,22,10,9.95,0.9949999999999999
9,12,23,2,1.89,0.945
9,12,24,18,15.06,0.8366666666666667
9,12,25,12,9.61,0.8008333333333333
9,12,26,20,15.85,0.7925
9,12,27,12,9.34,0.7783333333333333
9,12,28,10,7.32,0.732
9,12,29,14,10.22,0.7300000000000001
9,12,30,3,2.14,0.7133333333333334
9,12,31,14,9.61,0.6864285714285714
9,12,32,16,9.08,0.5675
9,12,33,2,1.13,0.565
9,12,34,7,3.83,0.5471428571428572
9,12,35,12,6.21,0.5175
9,12,36,16,5.73,0.358125
9,12,37,17,5.78,0.34
9,12,38,17,5.78,0.34
9,12,39,17,5.37,0.3158823529411765
9,12,40,6,1.64,0.2733333333333333
9,12,41,12,3.15,0.2625
9,12,42,11,2.79,0.25363636363636366
9,12,43,14,3.46,0.24714285714285714
9,12,44,3,0.72,0.24
9,12,45,14,3.19,0.22785714285714284
9,12,46,13,2.71,0.20846153846153845
9,12,47,13,2.65,0.20384615384615384
9,12,48,7,0.93,0.13285714285714287
9,12,49,7,0.92,0.13142857142857142
9,19,0,3,6.95,2.316666666666667
9,19,1,12,26.99,2.2491666666666665
9,19,2,17,38.17,2.245294117647059
9,19,3,19,41.14,2.165263157894737
9,19,4,17,35.54,2.0905882352941174
9,19,5,15,29.4,1.96
9,19,6,11,20.12,1.829090909090909
9,19,7,15,26.96,1.7973333333333334
9,19,8,13,22.62,1.74
9,19,9,11,19.02,1.729090909090909
9,19,10,19,30.97,1.63
9,19,11,6,9.75,1.625
9,19,12,9,14.49,1.61
9,19,13,18,26.98,1.498888888888889
9,19,14,1,1.47,1.47
9,19,15,9,13.21,1.4677777777777778
9,19,16,6,8.8,1.4666666666666668
9,19,17,12,17.47,1.4558333333333333
9,19,18,12,16.58,1.3816666666666666
9,19,19,15,19.98,1.332
9,19,20,15,18.28,1.2186666666666668
9,19,21,16,18.1,1.13125
9,19,22,3,3.24,1.08
9,19,23,16,15.79,0.986875
9,19,24,14,12.72,0.9085714285714286
9,19,25,12,9.98,0.8316666666666667
9,19,26,8,6.44,0.805
9,19,27,2,1.51,0.755
9,19,28,16,11.77,0.735625
9,19,29,20,14.14,0.7070000000000001
9,19,30,12,8.21,0.6841666666666667
9,19,31,17,11.21,0.6594117647058824
9,19,32,4,2.62,0.655
9,19,33,2,1.18,0.59
9,19,34,16,8.93,0.558125
9,19,35,2,1.07,0.535
9,19,36,4,2.1,0.525
9,19,37,15,7.38,0.492
9,19,38,13,6.11,0.47000000000000003
9,19,39,13,5.89,0.45307692307692304
9,19,40,9,4.03,0.44777777777777783
9,19,41,15,6.2,0.41333333333333333
9,19,42,3,1.14,0.37999999999999995
9,19,43,9,3.15,0.35
9,19,44,5,1.38,0.27599999999999997
9,19,45,17,4.62,0.27176470588235296
9,19,46,8,1.91,0.23875
9,19,47,17,3.42,0.2011764705882353
9,19,48,2,0.37,0.185
9,19,49,5,0.75,0.15
9,41,0,2,5.98,2.99
9,41,1,17,49.71,2.9241176470588237
9,41,2,9,26.19,2.91
9,41,3,2,5.5,2.75
9,41,4,12,32.44,2.703333333333333
9,41,5,18,48.52,2.695555555555556
9,41,6,5,13.17,2.634
9,41,7,20,50.2,2.5100000000000002
9,41,8,14,34.53,2.4664285714285716
9,41,9,14,31.78,2.27
9,41,10,17,38.02,2.2364705882352944
9,41,11,16,34.94,2.18375
9,41,12,9,19.56,2.1733333333333333
9,41,13,8,17.29,2.16125
9,41,14,14,29.38,2.0985714285714283
9,41,15,18,36.27,2.015
9,41,16,20,40.09,2.0045
9,41,17,17,33.8,1.9882352941176469
9,41,18,20,39.65,1.9825
9,41,19,2,3.96,1.98
9,41,20,10,19.72,1.972
9,41,21,9,17.59,1.9544444444444444
9,41,22,10,18.97,1.8969999999999998
9,41,23,15,27.85,1.8566666666666667
9,41,24,4,6.52,1.63
9,41,25,7,11.31,1.6157142857142859
9,41,26,6,9.52,1.5866666666666667
9,41,27,5,7.65,1.53
9,41,28,14,18.55,1.325
9,41,29,9,11.52,1.28
9,41,30,1,1.2,1.2
9,41,31,19,21.74,1.1442105263157893
9,41,32,19,18.79,0.9889473684210526
9,41,33,3,2.96,0.9866666666666667
9,41,34,4,3.5,0.875
9,41,35,6,4.83,0.805
9,41,36,18,13.81,0.7672222222222222
9,41,37,5,3.55,0.71
9,41,38,15,9.39,0.626
9,41,39,8,4.77,0.59625
9,41,40,7,3.71,0.53
9,41,41,6,3.05,0.5083333333333333
9,41,42,2,0.95,0.475
9,41,43,15,5.95,0.39666666666666667
9,41,44,7,2.57,0.3671428571428571
9,41,45,15,5.29,0.3526666666666667
9,41,46,1,0.28,0.28
9,41,47,1,0.25,0.25
9,41,48,18,3.47,0.1927777777777778
9,41,49,4,0.62,0.155
9,46,0,12,8.1,0.6749999999999999
9,46,1,6,4.01,0.6683333333333333
9,46,2,7,4.57,0.6528571428571429
9,46,3,20,12.86,0.643
9,46,4,12,7.57,0.6308333333333334
9,46,5,9,5.64,0.6266666666666666
9,46,6,18,11.12,0.6177777777777778
9,46,7,3,1.83,0.61
9,46,8,3,1.72,0.5733333333333334
9,46,9,7,3.98,0.5685714285714286
9,46,10,10,5.5,0.55
9,46,11,1,0.55,0.55
9,46,12,19,10.11,0.5321052631578947
9,46,13,10,5.32,0.532
9,46,14,7,3.51,0.5014285714285714
9,46,15,2,0.98,0.49
9,46,16,17,8.32,0.4894117647058824
9,46,17,5,2.43,0.48600000000000004
9,46,18,13,5.72,0.44
9,46,19,10,4.37,0.437
9,46,20,3,1.22,0.4066666666666667
9,46,21,8,3.24,0.405
9,46,22,3,1.21,0.4033333333333333
9,46,23,2,0.77,0.385
9,46,24,1,0.37,0.37
9,46,25,20,7.23,0.36150000000000004
9,46,26,10,3.44,0.344
9,46,27,18,6.09,0.3383333333333333
9,46,28,1,0.32,0.32
9,46,29,1,0.32,0.32
9,46,30,11,3.39,0.30818181818181817
9,46,31,8,2.23,0.27875
9,46,32,1,0.26,0.26
9,46,33,4,1.03,0.2575
9,46,34,13,3.19,0.24538461538461537
9,46,35,7,1.56,0.22285714285714286
9,46,36,7,1.14,0.16285714285714284
9,46,37,11,1.7,0.15454545454545454
9,46,38,10,1.4,0.13999999999999999
9,46,39,6,0.74,0.12333333333333334
9,46,40,1,0.1,0.1
9,46,41,13,1.28,0.09846153846153846
9,46,42,5,0.46,0.092
9,46,43,16,1.46,0.09125
9,46,44,2,0.14,0.07
9,46,45,10,0.6,0.06
9,46,46,1,0.05,0.05
9,46,47,2,0.1,0.05
9,46,48,17,0.64,0.037647058823529415
9,46,49,2,0.06,0.03
9,50,0,5,35.37,7.074
9,50,1,13,91.83,7.063846153846153
9,50,2,17,119.9,7.052941176470589
9,50,3,9,63.12,7.013333333333333
9,50,4,5,35.05,7.01
9,50,5,11,75.68,6.880000000000001
9,50,6,8,54.39,6.79875
9,50,7,4,27.05,6.7625
9,50,8,7,47.32,6.76
9,50,9,13,86.99,6.691538461538461
9,50,10,8,52.4,6.55
9,50,11,18,102.88,5.7155555555555555
9,50,12,19,103.63,5.454210526315789
9,50,13,10,53.45,5.345000000000001
9,50,14,14,71.73,5.123571428571429
9,50,15,14,70.99,5.070714285714286
9,50,16,15,75.6,5.04
9,50,17,15,72.81,4.854
9,50,18,20,94.91,4.7455
9,50,19,4,18.75,4.6875
9,50,20,11,48.91,4.446363636363636
9,50,21,12,51.59,4.299166666666667
9,50,22,9,38.54,4.282222222222222
9,50,23,5,19.77,3.9539999999999997
9,50,24,8,30.31,3.78875
9,50,25,18,67.4,3.744444444444445
9,50,26,8,29.8,3.725
9,50,27,3,11.01,3.67
9,50,28,13,45.34,3.487692307692308
9,50,29,10,34.83,3.4829999999999997
9,50,30,3,9.6,3.1999999999999997
9,50,31,1,3.04,3.04
9,50,32,1,2.85,2.85
9,50,33,11,30.14,2.74
9,50,34,19,50.96,2.682105263157895
9,50,35,5,12.96,2.592
9,50,36,9,21.3,2.3666666666666667
9,50,37,6,13.47,2.245
9,50,38,4,8.9,2.225
9,50,39,14,30.47,2.176428571428571
9,50,40,10,21.03,2.103
9,50,41,17,35.44,2.084705882352941
9,50,42,5,10.31,2.0620000000000003
9,50,43,4,6.54,1.635
9,50,44,11,16.03,1.4572727272727273
9,50,45,4,5.69,1.4225
