fromnode,tonode,c
53,8,2.317
53,9,1.596
53,11,2.346
53,12,1.803
53,19,1.876
53,27,1.248
53,30,1.436
53,41,2.045
53,46,1.629
53,50,0.227
53,53,0.0
53,55,1.676
53,64,2.453
53,68,2.203
53,70,2.396
53,74,2.581
53,83,1.198
55,4,0.707
55,6,0.999
55,7,1.669
55,8,0.714
55,9,0.875
55,11,0.683
55,12,0.675
55,19,0.601
55,27,0.813
55,30,0.247
55,41,0.685
55,46,0.748
55,50,1.454
55,53,1.676
55,55,0.0
55,64,0.808
55,68,1.104
55,70,0.769
55,74,0.919
55,83,1.066
64,4,0.755
64,6,1.511
64,7,2.457
64,8,0.179
64,9,1.192
64,11,0.145
64,12,0.86
64,19,0.728
64,27,1.363
64,30,1.026
64,41,0.603
64,46,1.065
64,50,2.237
64,53,2.453
64,55,0.808
64,64,0.0
64,68,0.941
64,70,0.084
64,74,0.15
64,83,1.58
68,4,0.4
68,6,0.994
68,7,2.253
68,8,0.783
68,9,0.608
68,11,0.992
68,12,0.475
68,19,0.505
68,27,0.957
68,30,1.137
68,41,0.445
68,46,0.585
68,50,2.037
68,53,2.203
68,55,1.104
68,64,0.941
68,68,0.0
68,70,0.862
68,74,1.069
68,83,1.04
70,4,0.672
70,6,1.434
70,7,2.404
70,8,0.096
70,9,1.11
70,11,0.165
70,12,0.778
70,19,0.647
70,27,1.289
70,30,0.978
70,41,0.52
70,46,0.985
70,50,2.183
70,53,2.396
70,55,0.769
70,64,0.084
70,68,0.862
70,70,0.0
70,74,0.231
70,83,1.502
74,4,0.903
74,6,1.66
74,7,2.582
74,8,0.328
74,9,1.341
74,11,0.236
74,12,1.009
74,19,0.877
74,27,1.51
74,30,1.148
74,41,0.751
74,46,1.215
74,50,2.363
74,53,2.581
74,55,0.919
74,64,0.15
74,68,1.069
74,70,0.231
74,74,0.0
74,83,1.728
83,4,0.875
83,6,0.07
83,7,1.266
83,8,1.407
83,9,0.444
83,11,1.528
83,12,0.745
83,19,0.863
83,27,0.253
83,30,0.87
83,41,1.02
83,46,0.534
83,50,1.069
83,53,1.198
83,55,1.066
83,64,1.58
83,68,1.04
83,70,1.502
83,74,1.728
83,83,0.0
