fromnode,tonode,clientID,a,budget,clientRatio
12,68,2,9,11.17,1.241111111111111
12,68,3,1,0.78,0.78
12,68,4,7,4.63,0.6614285714285714
12,68,5,3,1.27,0.42333333333333334
12,68,6,1,0.3,0.3
12,68,7,8,2.3,0.2875
12,68,8,13,3.72,0.28615384615384615
12,68,9,19,3.61,0.19
12,74,0,19,80.67,4.24578947368421
12,74,1,1,4.2,4.2
12,74,2,2,8.39,4.195
12,74,3,17,65.42,3.848235294117647
12,74,4,11,40.61,3.691818181818182
12,74,5,20,66.34,3.317
12,74,6,17,55.08,3.2399999999999998
12,74,7,20,41.77,2.0885000000000002
12,74,8,16,14.81,0.925625
12,74,9,17,14.9,0.8764705882352941
12,83,0,12,42.96,3.58
12,83,1,13,40.79,3.1376923076923076
12,83,2,19,57.05,3.0026315789473683
12,83,3,3,8.47,2.8233333333333337
12,83,4,1,2.39,2.39
12,83,5,8,15.19,1.89875
12,83,6,1,1.78,1.78
12,83,7,2,1.25,0.625
12,83,8,8,3.63,0.45375
12,83,9,18,5.95,0.33055555555555555
19,6,0,17,61.18,3.5988235294117645
19,6,1,3,10.2,3.4
19,6,2,10,30.97,3.097
19,6,3,3,9.05,3.016666666666667
19,6,4,8,23.63,2.95375
19,6,5,3,8.05,2.6833333333333336
19,6,6,15,30.77,2.0513333333333335
19,6,7,16,18.01,1.125625
19,6,8,7,7.3,1.042857142857143
19,6,9,13,5.9,0.4538461538461539
19,9,0,4,6.55,1.6375
19,9,1,20,30.11,1.5055
19,9,2,10,14.79,1.4789999999999999
19,9,3,2,2.35,1.175
19,9,4,15,17.01,1.1340000000000001
19,9,5,5,4.17,0.834
19,9,6,16,11.88,0.7425
19,9,7,17,12.42,0.7305882352941176
19,9,8,7,1.86,0.26571428571428574
19,9,9,5,0.6,0.12
19,12,0,15,10.07,0.6713333333333333
19,12,1,4,2.68,0.67
19,12,2,3,1.9,0.6333333333333333
19,12,3,3,1.67,0.5566666666666666
19,12,4,1,0.21,0.21
19,12,5,17,3.34,0.19647058823529412
19,12,6,13,2.12,0.1630769230769231
19,12,7,18,2.81,0.15611111111111112
19,12,8,3,0.36,0.12
19,12,9,7,0.53,0.07571428571428572
19,41,0,4,2.43,0.6075
19,41,1,16,9.44,0.59
19,41,2,8,3.52,0.44
19,41,3,5,1.87,0.374
19,41,4,16,5.69,0.355625
19,41,5,13,3.79,0.2915384615384615
19,41,6,13,3.65,0.28076923076923077
19,41,7,17,4.46,0.26235294117647057
19,41,8,12,1.71,0.1425
19,41,9,6,0.22,0.03666666666666667
19,46,0,4,6.37,1.5925
19,46,1,11,15.72,1.4290909090909092
19,46,2,2,2.84,1.42
19,46,3,14,18.11,1.2935714285714286
19,46,4,7,8.57,1.2242857142857144
19,46,5,3,2.12,0.7066666666666667
19,46,6,2,1.05,0.525
19,46,7,10,4.78,0.47800000000000004
19,46,8,19,3.64,0.19157894736842107
19,46,9,11,0.77,0.07
19,50,0,13,100.24,7.71076923076923
19,50,1,14,104.66,7.475714285714285
19,50,2,12,80.1,6.675
19,50,3,10,54.63,5.463
19,50,4,18,85.87,4.770555555555556
19,50,5,14,55.67,3.9764285714285714
19,50,6,9,34.73,3.8588888888888886
19,50,7,5,11.75,2.35
19,50,8,11,20.56,1.869090909090909
19,50,9,3,2.21,0.7366666666666667
19,68,0,18,31.0,1.7222222222222223
19,68,1,5,8.32,1.6640000000000001
19,68,2,10,12.78,1.278
19,68,3,16,17.71,1.106875
19,68,4,9,9.77,1.0855555555555556
19,68,5,8,6.64,0.83
19,68,6,10,8.23,0.8230000000000001
19,68,7,4,2.03,0.5075
19,68,8,18,7.37,0.40944444444444444
19,68,9,6,1.7,0.2833333333333333
19,74,0,15,59.86,3.990666666666667
19,74,1,17,67.82,3.9894117647058818
19,74,2,1,3.33,3.33
19,74,3,16,39.88,2.4925
19,74,4,15,29.62,1.9746666666666668
19,74,5,8,13.81,1.72625
19,74,6,19,19.5,1.0263157894736843
19,74,7,18,17.74,0.9855555555555555
19,74,8,3,2.73,0.91
19,74,9,18,10.06,0.5588888888888889
19,83,0,19,79.44,4.181052631578948
19,83,1,5,15.09,3.018
19,83,2,17,47.27,2.780588235294118
19,83,3,2,4.47,2.235
19,83,4,15,29.42,1.9613333333333334
19,83,5,8,14.12,1.765
19,83,6,14,24.62,1.7585714285714287
19,83,7,9,14.16,1.5733333333333333
19,83,8,17,17.72,1.0423529411764705
19,83,9,7,3.89,0.5557142857142857
41,6,0,16,74.15,4.634375
41,6,1,13,57.98,4.46
41,6,2,17,69.98,4.116470588235295
41,6,3,10,40.86,4.086
41,6,4,14,48.26,3.447142857142857
41,6,5,5,12.94,2.588
41,6,6,15,19.97,1.3313333333333333
41,6,7,4,4.87,1.2175
41,6,8,1,0.78,0.78
41,6,9,16,3.07,0.191875
41,9,0,10,28.97,2.897
41,9,1,4,11.34,2.835
41,9,2,14,29.9,2.1357142857142857
41,9,3,2,3.96,1.98
41,9,4,9,14.8,1.6444444444444446
41,9,5,10,16.33,1.6329999999999998
41,9,6,5,3.96,0.792
41,9,7,4,1.63,0.4075
41,9,8,15,5.48,0.36533333333333334
41,9,9,2,0.25,0.125
41,12,0,1,1.33,1.33
41,12,1,11,10.0,0.9090909090909091
41,12,2,8,6.24,0.78
41,12,3,8,5.48,0.685
41,12,4,18,8.18,0.45444444444444443
41,12,5,15,6.36,0.42400000000000004
41,12,6,9,3.16,0.35111111111111115
41,12,7,19,5.87,0.30894736842105264
41,12,8,10,1.28,0.128
41,12,9,20,1.13,0.056499999999999995
41,19,0,16,13.21,0.825625
41,19,1,10,6.37,0.637
41,19,2,2,1.2,0.6
41,19,3,8,4.63,0.57875
41,19,4,7,3.08,0.44
41,19,5,14,4.62,0.33
41,19,6,12,2.63,0.21916666666666665
41,19,7,13,2.54,0.19538461538461538
41,19,8,14,1.4,0.09999999999999999
41,19,9,17,1.51,0.0888235294117647
41,46,0,2,4.63,2.315
41,46,1,5,11.26,2.252
41,46,2,6,13.16,2.1933333333333334
41,46,3,10,18.88,1.888
41,46,4,20,25.13,1.2565
41,46,5,16,17.16,1.0725
41,46,6,8,5.74,0.7175
41,46,7,7,4.46,0.6371428571428571
41,46,8,2,1.19,0.595
41,46,9,10,3.52,0.352
41,50,0,3,25.93,8.643333333333333
41,50,1,13,101.68,7.821538461538462
41,50,2,17,118.95,6.997058823529412
41,50,3,11,75.64,6.876363636363636
41,50,4,2,13.35,6.675
41,50,5,11,47.29,4.299090909090909
41,50,6,6,23.18,3.8633333333333333
41,50,7,2,6.28,3.14
41,50,8,11,22.7,2.0636363636363635
41,50,9,20,32.6,1.6300000000000001
41,68,0,14,29.82,2.13
41,68,1,18,36.96,2.0533333333333332
41,68,2,10,18.45,1.845
41,68,3,4,5.15,1.2875
41,68,4,7,6.31,0.9014285714285714
41,68,5,7,5.46,0.78
41,68,6,16,8.11,0.506875
41,68,7,14,3.87,0.2764285714285714
41,68,8,9,2.35,0.2611111111111111
41,68,9,4,0.38,0.095
41,74,0,11,39.63,3.602727272727273
41,74,1,11,38.3,3.4818181818181815
41,74,2,3,10.17,3.39
41,74,3,2,3.65,1.825
41,74,4,11,16.05,1.4590909090909092
41,74,5,2,2.15,1.075
41,74,6,14,14.62,1.0442857142857143
41,74,7,20,6.15,0.3075
41,74,8,13,3.86,0.2969230769230769
41,74,9,16,4.15,0.259375
41,83,0,15,73.12,4.874666666666667
41,83,1,5,23.74,4.747999999999999
41,83,2,20,93.82,4.691
41,83,3,10,42.32,4.232
41,83,4,14,58.71,4.1935714285714285
41,83,5,13,52.92,4.070769230769231
41,83,6,8,5.83,0.72875
41,83,7,3,0.97,0.3233333333333333
41,83,8,6,1.48,0.24666666666666667
41,83,9,10,2.22,0.22200000000000003
46,6,0,14,29.34,2.0957142857142856
46,6,1,11,22.5,2.0454545454545454
46,6,2,3,4.7,1.5666666666666667
46,6,3,5,7.35,1.47
46,6,4,16,21.54,1.34625
46,6,5,7,6.87,0.9814285714285714
46,6,6,15,13.71,0.914
46,6,7,6,3.93,0.655
46,6,8,11,5.04,0.4581818181818182
46,6,9,20,5.47,0.27349999999999997
46,9,0,20,12.36,0.618
46,9,1,4,2.18,0.545
46,9,2,8,4.18,0.5225
46,9,3,14,5.01,0.3578571428571428
46,9,4,5,1.52,0.304
46,9,5,10,2.22,0.22200000000000003
46,9,6,19,3.89,0.20473684210526316
46,9,7,3,0.61,0.20333333333333334
46,9,8,3,0.5,0.16666666666666666
46,9,9,15,2.13,0.142
46,12,0,9,7.14,0.7933333333333333
46,12,1,4,2.83,0.7075
46,12,2,8,5.63,0.70375
46,12,3,8,4.47,0.55875
46,12,4,7,3.43,0.49000000000000005
46,12,5,3,1.34,0.4466666666666667
46,12,6,5,1.64,0.32799999999999996
46,12,7,6,1.75,0.2916666666666667
46,12,8,19,4.45,0.23421052631578948
46,12,9,2,0.29,0.145
46,19,0,16,24.0,1.5
46,19,1,8,11.45,1.43125
46,19,2,9,11.92,1.3244444444444445
46,19,3,6,4.78,0.7966666666666667
46,19,4,3,2.01,0.6699999999999999
46,19,5,10,4.45,0.445
46,19,6,19,7.27,0.3826315789473684
46,19,7,2,0.75,0.375
46,19,8,1,0.24,0.24
46,19,9,12,1.6,0.13333333333333333
46,41,0,7,14.01,2.0014285714285713
46,41,1,2,3.91,1.955
46,41,2,20,35.13,1.7565000000000002
46,41,3,11,11.59,1.0536363636363637
46,41,4,12,10.71,0.8925000000000001
46,41,5,12,7.27,0.6058333333333333
46,41,6,2,1.15,0.575
46,41,7,12,6.36,0.53
46,41,8,10,2.8,0.27999999999999997
46,41,9,9,1.68,0.18666666666666665
46,50,0,14,100.7,7.192857142857143
46,50,1,19,122.79,6.462631578947369
46,50,2,13,66.92,5.147692307692308
46,50,3,13,64.07,4.928461538461538
46,50,4,3,14.56,4.8533333333333335
46,50,5,5,23.78,4.756
46,50,6,18,66.02,3.6677777777777774
46,50,7,10,32.09,3.2090000000000005
46,50,8,2,4.95,2.475
46,50,9,14,13.99,0.9992857142857143
46,68,0,7,19.33,2.761428571428571
46,68,1,14,37.08,2.6485714285714286
46,68,2,13,28.1,2.161538461538462
46,68,3,12,23.12,1.9266666666666667
46,68,4,2,3.33,1.665
46,68,5,12,16.93,1.4108333333333334
46,68,6,14,18.01,1.2864285714285715
46,68,7,3,3.77,1.2566666666666666
46,68,8,6,2.89,0.4816666666666667
46,68,9,14,6.1,0.43571428571428567
46,74,0,2,11.86,5.93
46,74,1,20,113.01,5.6505
46,74,2,16,74.2,4.6375
46,74,3,16,33.24,2.0775
46,74,4,7,14.01,2.0014285714285713
46,74,5,12,22.74,1.8949999999999998
46,74,6,17,21.16,1.244705882352941
46,74,7,17,21.15,1.2441176470588236
46,74,8,3,2.63,0.8766666666666666
46,74,9,13,9.91,0.7623076923076924
46,83,0,20,49.62,2.481
46,83,1,20,45.52,2.2760000000000002
46,83,2,20,37.42,1.871
46,83,3,6,10.49,1.7483333333333333
46,83,4,8,13.59,1.69875
46,83,5,16,9.21,0.575625
46,83,6,17,8.63,0.5076470588235295
46,83,7,12,5.07,0.42250000000000004
46,83,8,13,4.26,0.32769230769230767
46,83,9,7,1.5,0.21428571428571427
50,6,0,8,42.18,5.2725
50,6,1,18,82.88,4.604444444444444
50,6,2,2,7.39,3.695
50,6,3,10,35.97,3.597
50,6,4,10,32.51,3.251
50,6,5,20,51.81,2.5905
50,6,6,12,30.53,2.544166666666667
50,6,7,14,31.42,2.244285714285714
50,6,8,11,9.13,0.8300000000000001
50,6,9,7,3.02,0.43142857142857144
50,9,0,15,90.86,6.057333333333333
50,9,1,15,83.31,5.554
50,9,2,1,4.56,4.56
50,9,3,15,56.49,3.766
50,9,4,16,55.95,3.496875
50,9,5,16,48.78,3.04875
50,9,6,14,39.3,2.807142857142857
50,9,7,15,22.81,1.5206666666666666
50,9,8,3,3.52,1.1733333333333333
50,9,9,2,1.14,0.57
50,12,0,3,24.18,8.06
50,12,1,17,123.65,7.273529411764706
50,12,2,11,69.99,6.362727272727272
50,12,3,6,33.91,5.651666666666666
50,12,4,16,40.95,2.559375
50,12,5,4,7.31,1.8275
50,12,6,5,4.81,0.962
50,12,7,17,16.06,0.9447058823529411
50,12,8,8,6.66,0.8325
50,12,9,5,2.62,0.524
50,19,0,17,138.07,8.121764705882352
50,19,1,9,47.78,5.308888888888889
50,19,2,12,63.18,5.265
50,19,3,8,23.3,2.9125
50,19,4,20,51.13,2.5565
50,19,5,16,32.29,2.018125
50,19,6,2,3.89,1.945
50,19,7,13,21.3,1.6384615384615384
50,19,8,9,14.56,1.6177777777777778
50,19,9,15,22.43,1.4953333333333334
50,41,0,12,107.39,8.949166666666667
50,41,1,13,90.0,6.923076923076923
50,41,2,19,123.23,6.4857894736842105
50,41,3,9,57.65,6.405555555555555
50,41,4,18,107.32,5.962222222222222
50,41,5,15,79.5,5.3
50,41,6,4,10.43,2.6075
50,41,7,13,24.29,1.8684615384615384
50,41,8,9,12.53,1.3922222222222222
50,41,9,17,13.62,0.8011764705882353
50,46,0,19,128.73,6.775263157894736
50,46,1,11,59.52,5.410909090909091
50,46,2,6,27.53,4.588333333333334
50,46,3,12,51.88,4.323333333333333
50,46,4,3,10.14,3.3800000000000003
50,46,5,12,31.22,2.6016666666666666
50,46,6,2,4.72,2.36
50,46,7,12,25.68,2.14
50,46,8,17,35.06,2.0623529411764707
50,46,9,2,3.68,1.84
50,68,0,12,109.96,9.163333333333332
50,68,1,20,135.86,6.793000000000001
50,68,2,10,64.31,6.431
50,68,3,4,22.09,5.5225
50,68,4,5,25.91,5.182
50,68,5,14,62.88,4.491428571428572
50,68,6,19,73.68,3.8778947368421055
50,68,7,19,63.69,3.3521052631578945
50,68,8,18,46.8,2.5999999999999996
50,68,9,1,0.94,0.94
50,74,0,9,102.98,11.442222222222222
50,74,1,18,190.76,10.597777777777777
50,74,2,5,51.78,10.356
50,74,3,20,197.39,9.869499999999999
50,74,4,8,67.98,8.4975
50,74,5,2,15.58,7.79
50,74,6,9,45.29,5.032222222222222
50,74,7,5,13.94,2.788
50,74,8,6,12.01,2.0016666666666665
50,74,9,15,23.39,1.5593333333333335
50,83,0,2,9.78,4.89
50,83,1,17,67.62,3.9776470588235298
50,83,2,18,64.51,3.583888888888889
50,83,3,20,70.53,3.5265
50,83,4,15,49.53,3.302
50,83,5,6,8.6,1.4333333333333333
50,83,6,8,8.49,1.06125
50,83,7,1,0.44,0.44
50,83,8,18,6.18,0.3433333333333333
50,83,9,4,1.11,0.2775
68,6,0,2,9.88,4.94
68,6,1,14,57.11,4.079285714285715
68,6,2,14,52.56,3.7542857142857144
68,6,3,16,57.79,3.611875
68,6,4,17,55.91,3.2888235294117645
68,6,5,7,18.7,2.6714285714285713
68,6,6,6,15.75,2.625
68,6,7,1,1.99,1.99
68,6,8,3,4.89,1.63
68,6,9,7,6.14,0.8771428571428571
68,9,0,17,50.29,2.958235294117647
68,9,1,9,19.79,2.198888888888889
68,9,2,14,29.72,2.1228571428571428
68,9,3,10,19.95,1.9949999999999999
68,9,4,9,17.8,1.9777777777777779
68,9,5,4,3.54,0.885
68,9,6,15,9.5,0.6333333333333333
68,9,7,2,0.96,0.48
68,9,8,7,2.6,0.37142857142857144
68,9,9,15,5.35,0.35666666666666663
68,12,0,7,15.74,2.2485714285714287
68,12,1,9,19.42,2.157777777777778
68,12,2,17,28.65,1.6852941176470588
68,12,3,8,11.16,1.395
68,12,4,18,20.98,1.1655555555555557
68,12,5,1,1.09,1.09
68,12,6,8,7.68,0.96
68,12,7,13,10.97,0.8438461538461539
68,12,8,11,5.86,0.5327272727272727
68,12,9,17,2.21,0.13
68,19,0,12,29.64,2.47
68,19,1,20,47.06,2.353
68,19,2,10,20.14,2.0140000000000002
68,19,3,2,3.58,1.79
68,19,4,5,8.9,1.78
68,19,5,13,20.93,1.6099999999999999
68,19,6,3,4.41,1.47
68,19,7,6,2.71,0.45166666666666666
68,19,8,1,0.37,0.37
68,19,9,1,0.18,0.18
68,41,0,18,35.87,1.9927777777777775
68,41,1,3,5.9,1.9666666666666668
68,41,2,3,5.55,1.8499999999999999
68,41,3,7,12.85,1.8357142857142856
68,41,4,19,32.61,1.7163157894736842
68,41,5,10,11.08,1.108
68,41,6,7,3.66,0.5228571428571429
68,41,7,13,4.13,0.31769230769230766
68,41,8,2,0.46,0.23
68,41,9,2,0.33,0.165
68,46,0,12,32.08,2.6733333333333333
68,46,1,1,2.33,2.33
68,46,2,10,18.53,1.8530000000000002
68,46,3,20,30.63,1.5314999999999999
68,46,4,1,1.34,1.34
68,46,5,11,14.38,1.3072727272727274
68,46,6,1,1.1,1.1
68,46,7,7,6.61,0.9442857142857143
68,46,8,5,1.96,0.392
68,46,9,10,2.53,0.253
68,50,0,6,59.18,9.863333333333333
68,50,1,10,78.6,7.859999999999999
68,50,2,7,51.75,7.392857142857143
68,50,3,3,18.08,6.026666666666666
68,50,4,2,11.33,5.665
68,50,5,1,5.53,5.53
68,50,6,4,15.19,3.7975
68,50,7,10,20.73,2.073
68,50,8,16,21.49,1.343125
68,50,9,2,0.9,0.45
68,74,0,4,20.12,5.03
68,74,1,7,35.2,5.028571428571429
68,74,2,13,64.72,4.978461538461539
68,74,3,18,76.53,4.251666666666667
68,74,4,8,22.17,2.77125
68,74,5,3,8.19,2.73
68,74,6,11,22.42,2.0381818181818185
68,74,7,19,37.91,1.9952631578947366
68,74,8,6,10.02,1.67
68,74,9,17,26.36,1.5505882352941176
68,83,0,13,66.46,5.1123076923076916
68,83,1,8,39.36,4.92
68,83,2,20,68.69,3.4345
68,83,3,12,37.34,3.111666666666667
68,83,4,5,14.31,2.862
68,83,5,18,48.78,2.71
68,83,6,3,6.95,2.316666666666667
68,83,7,1,2.06,2.06
68,83,8,10,15.22,1.522
68,83,9,17,16.72,0.9835294117647058
74,6,0,5,40.49,8.098
74,6,1,15,87.34,5.822666666666667
74,6,2,15,84.11,5.607333333333333
74,6,3,11,56.49,5.135454545454546
74,6,4,9,44.52,4.946666666666667
74,6,5,8,35.02,4.3775
74,6,6,5,14.97,2.994
74,6,7,9,24.61,2.7344444444444442
74,6,8,11,18.51,1.6827272727272728
74,6,9,20,31.28,1.564
74,9,0,5,33.0,6.6
74,9,1,9,58.91,6.545555555555556
74,9,2,11,70.62,6.420000000000001
74,9,3,10,49.88,4.988
74,9,4,4,17.5,4.375
74,9,5,4,8.3,2.075
74,9,6,14,28.43,2.0307142857142857
74,9,7,4,6.1,1.525
74,9,8,4,5.31,1.3275
74,9,9,12,15.65,1.3041666666666667
74,12,0,17,84.19,4.95235294117647
74,12,1,8,36.8,4.6
74,12,2,19,72.77,3.8299999999999996
