fromnode,tonode,c
34,47,0.808
34,52,0.826
34,60,0.904
34,62,0.539
34,73,2.109
34,75,0.434
34,84,2.117
34,93,1.821
34,94,0.935
34,97,1.061
34,98,0.965
40,0,0.343
40,2,1.499
40,4,0.306
40,10,0.919
40,18,0.082
40,25,0.313
40,33,1.542
40,34,0.416
40,40,0.0
40,47,0.403
40,52,0.7
40,60,0.607
40,62,0.377
40,73,2.299
40,75,0.067
40,84,2.127
40,93,1.791
40,94,0.891
40,97,0.648
40,98,0.973
47,0,0.724
47,2,1.484
47,4,0.276
47,10,0.741
47,18,0.333
47,25,0.663
47,33,1.467
47,34,0.808
47,40,0.403
47,47,0.0
47,52,0.685
47,60,0.394
47,62,0.49
47,73,2.434
47,75,0.411
47,84,2.093
47,93,1.733
47,94,0.914
47,97,0.274
47,98,1.032
52,0,0.728
52,2,0.816
52,4,0.453
52,10,0.345
52,18,0.642
52,25,0.629
52,33,0.843
52,34,0.826
52,40,0.7
52,47,0.685
52,52,0.0
52,60,0.363
52,62,0.328
52,73,1.759
52,75,0.764
52,84,1.44
52,93,1.095
52,94,0.229
52,97,0.909
52,98,0.353
60,0,0.801
60,2,1.107
60,4,0.302
60,10,0.349
60,18,0.527
60,25,0.709
60,33,1.076
60,34,0.904
60,40,0.607
60,47,0.394
60,52,0.363
60,60,0.0
60,62,0.386
60,73,2.112
60,75,0.653
60,84,1.706
60,93,1.343
60,94,0.582
60,97,0.566
60,98,0.712
62,0,0.435
62,2,1.122
62,4,0.214
62,10,0.602
62,18,0.329
62,25,0.337
62,33,1.168
62,34,0.539
62,40,0.377
62,47,0.49
62,52,0.328
62,60,0.386
62,62,0.0
62,73,1.972
62,75,0.443
62,84,1.751
62,93,1.414
62,94,0.515
62,97,0.758
62,98,0.604
73,0,2.078
73,2,1.111
73,4,2.172
73,10,1.884
73,18,2.282
73,25,2.034
73,33,1.288
73,34,2.109
73,40,2.299
73,47,2.434
73,52,1.759
73,60,2.112
73,62,1.972
73,73,0.0
73,75,2.363
73,84,0.933
73,93,1.119
73,94,1.532
73,97,2.669
73,98,1.406
75,0,0.376
75,2,1.565
75,4,0.356
75,10,0.974
75,18,0.13
75,25,0.361
75,33,1.607
75,34,0.434
75,40,0.067
75,47,0.411
75,52,0.764
75,60,0.653
75,62,0.443
75,73,2.363
75,75,0.0
75,84,2.193
75,93,1.856
75,94,0.957
75,97,0.638
75,98,1.04
84,0,2.045
84,2,0.629
84,4,1.891
84,10,1.38
84,18,2.077
84,25,1.965
84,33,0.635
84,34,2.117
84,40,2.127
84,47,2.093
84,52,1.44
84,60,1.706
84,62,1.751
84,73,0.933
84,75,2.193
84,84,0.0
84,93,0.367
84,94,1.236
84,97,2.257
84,98,1.166
93,0,1.74
93,2,0.322
93,4,1.541
93,10,1.014
93,18,1.736
93,25,1.654
93,33,0.269
93,34,1.821
93,40,1.791
93,47,1.733
93,52,1.095
93,60,1.343
93,62,1.414
93,73,1.119
93,75,1.856
93,84,0.367
93,93,0.0
93,94,0.906
93,97,1.891
93,98,0.856
94,0,0.847
94,2,0.608
94,4,0.674
94,10,0.443
94,18,0.843
94,25,0.755
94,33,0.673
94,34,0.935
94,40,0.891
94,47,0.914
94,52,0.229
94,60,0.582
94,62,0.515
94,73,1.532
94,75,0.957
94,84,1.236
94,93,0.906
94,94,0.0
94,97,1.137
94,98,0.132
97,0,0.984
97,2,1.671
97,4,0.545
97,10,0.877
97,18,0.59
97,25,0.931
97,33,1.623
97,34,1.061
97,40,0.648
97,47,0.274
97,52,0.909
97,60,0.566
97,62,0.758
97,73,2.669
97,75,0.638
97,84,2.257
97,93,1.891
97,94,1.137
97,97,0.0
97,98,1.263
98,0,0.885
98,2,0.542
98,4,0.781
98,10,0.566
98,18,0.933
98,25,0.801
98,33,0.649
98,34,0.965
98,40,0.973
98,47,1.032
98,52,0.353
98,60,0.712
98,62,0.604
98,73,1.406
98,75,1.04
98,84,1.166
98,93,0.856
98,94,0.132
98,97,1.263
98,98,0.0
